"UID","PID","LEGTYPE","CHAMBER","STATECODE","DISTRICT","DISTRAIL","FIRSTNAME","LASTNAME","MIDNAME","PREFIX","GENSUFFIX","TITLE","COMCODE1","COMOFFC1","COMRANK1","SUBCODE11","SUBCOMOFF11","SUBRANK11","SUBCODE12","SUBCOMOFF12","SUBRANK12","SUBCODE13","SUBCOMOFF13","SUBRANK13","SUBCODE14","SUBCOMOFF14","SUBRANK14","SUBCODE15","SUBCOMOFF15","SUBRANK15","COMCODE2","COMOFFC2","COMRANK2","SUBCODE21","SUBCOMOFF21","SUBRANK21","SUBCODE22","SUBCOMOFF22","SUBRANK22","SUBCODE23","SUBCOMOFF23","SUBRANK23","SUBCODE24","SUBCOMOFF24","SUBRANK24","SUBCODE25","SUBCOMOFF25","SUBRANK25","COMCODE3","COMOFFC3","COMRANK3","SUBCODE31","SUBCOMOFF31","SUBRANK31","SUBCODE32","SUBCOMOFF32","SUBRANK32","SUBCODE33","SUBCOMOFF33","SUBRANK33","SUBCODE34","SUBCOMOFF34","SUBRANK34","SUBCODE35","SUBCOMOFF35","SUBRANK35","COMCODE4","COMOFFC4","COMRANK4","SUBCODE41","SUBCOMOFF41","SUBRANK41","SUBCODE42","SUBCOMOFF42","SUBRANK42","SUBCODE43","SUBCOMOFF43","SUBRANK43","SUBCODE44","SUBCOMOFF44","SUBRANK44","SUBCODE45","SUBCOMOFF45","SUBRANK45","COMCODE5","COMOFFC5","COMRANK5","SUBCODE51","SUBCOMOFF51","SUBRANK51","SUBCODE52","SUBCOMOFF52","SUBRANK52","SUBCODE53","SUBCOMOFF53","SUBRANK53","SUBCODE54","SUBCOMOFF54","SUBRANK54","SUBCODE55","SUBCOMOFF55","SUBRANK55","COMCODE6","COMOFFC6","COMRANK6","COMCODE7","COMOFFC7","COMRANK7","COMCODE8","COMOFFC8","COMRANK8","COMCODE9","COMOFFC9","COMRANK9","CUMCOMCODE","CUMSUBCODE"
22076,249764,"FL","H","OR","01","","Suzanne","Bonamici","M.","Rep.","","US Representative","HSST","","D005","HSST10","RMM","D001","HSST20","","D004","","","","","","","","","","HEDU","VRM","D002","HEDU05","","D004","HEDU10","","D009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HSST;HEDU","HSST10;HSST20;HEDU05;HEDU10"
22077,159027,"FL","H","OR","02","","Greg","Walden","P.","Rep.","","US Representative","HCOM","CHM","R001","HCOM05","EXO","R018","HCOM10","EXO","R014","HCOM15","EXO","R019","HCOM20","EXO","R014","HCOM25","EXO","R019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HCOM","HCOM05;HCOM10;HCOM15;HCOM20;HCOM25"
22078,159028,"FL","H","OR","03","","Earl","Blumenauer","","Rep.","","US Representative","HWAY","","D007","HWAY05","","D004","HWAY15","","D004","HWAY25","","D006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HWAY","HWAY05;HWAY15;HWAY25"
22079,159029,"FL","H","OR","04","","Pete","DeFazio","A.","Rep.","","US Representative","HTRA","RMM","D001","HTRA05","EXO","D017","HTRA10","EXO","D007","HTRA15","EXO","D006","HTRA20","EXO","D022","HTRA25","EXO","D015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HTRA","HTRA05;HTRA10;HTRA15;HTRA20;HTRA25"
22080,198136,"FL","H","OR","05","","Kurt","Schrader","","Rep.","","US Representative","HCOM","","D019","HCOM15","","D011","HCOM25","","D009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HCOM","HCOM15;HCOM25"
22081,159031,"FL","H","PA","01","","Robert","Brady","A.","Rep.","","US Representative","HARM","","D003","HARM10","","D002","","","","","","","","","","","","","HHOS","RMM","D001","","","","","","","","","","","","","","","","JLIB","","D001","","","","","","","","","","","","","","","","JPRI","","D003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HARM;HHOS;JLIB;JPRI","HARM10"
22082,198425,"FL","H","PA","02","","Dwight","Evans","","Rep.","","US Representative","HAGR","","D015","HAGR25","","D005","HAGR30","","D003","","","","","","","","","","HSMA","","D002","HSMA10","","D003","HSMA15","RMM","D001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAGR;HSMA","HAGR25;HAGR30;HSMA10;HSMA15"
22085,267269,"FL","H","PA","05","","Glenn","Thompson","W.","Rep.","Jr.","US Representative","HAGR","VCH","R002","HAGR15","","R002","HAGR30","CHM","R001","","","","","","","","","","HNRES","","R008","HNRES05","","R007","HNRES10","","R004","","","","","","","","","","HEDU","","R005","HEDU05","","R004","HEDU20","","R002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAGR;HNRES;HEDU","HAGR15;HAGR30;HNRES05;HNRES10;HEDU05;HEDU20"
22086,392004,"FL","H","PA","17","","Matthew","Cartwright","A.","Rep.","","US Representative","HAPP","","D018","HAPP10","","D003","HAPP25","","D003","","","","","","","","","","HOGOV","","D015","HOGOV20","","D003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAPP;HOGOV","HAPP10;HAPP25;HOGOV20"
22087,665161,"FL","H","PA","07","","","Vacant","","","","US Representative","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
22088,568624,"FL","H","PA","08","","Brian","Fitzpatrick","K.","Rep.","","US Representative","HFOR","","R024","HFOR15","","R007","HFOR20","","R011","","","","","","","","","","HHLS","","R015","HHLS15","","R005","HHLS30","","R003","","","","","","","","","","HSMA","","R011","HSMA15","","R005","HSMA20","","R005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFOR;HHLS;HSMA","HFOR15;HFOR20;HHLS15;HHLS30;HSMA15;HSMA20"
22090,286966,"FL","H","PA","10","","Tom","Marino","A.","Rep.","","US Representative","HFOR","","R011","HFOR10","","R004","HFOR15","","R004","","","","","","","","","","HJUD","","R010","HJUD10","","R007","HJUD25","CHM","R001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFOR;HJUD","HFOR10;HFOR15;HJUD10;HJUD25"
22091,266703,"FL","H","PA","11","","Lou","Barletta","J.","Rep.","","US Representative","HHLS","","R005","HHLS05","","R004","HHLS10","","R002","","","","","","","","","","HTRA","","R008","HTRA15","CHM","R001","HTRA20","","R008","HTRA25","","R005","","","","","","","HEDU","","R009","HEDU10","","R005","HEDU20","","R003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HHLS;HTRA;HEDU","HHLS05;HHLS10;HTRA15;HTRA20;HTRA25;HEDU10;HEDU20"
22092,284990,"FL","H","PA","12","","Keith","Rothfus","J.","Rep.","","US Representative","HFIN","","R017","HFIN10","VCH","R002","HFIN15","","R009","HFIN30","","R003","","","","","","","HJUD","","R023","HJUD10","","R014","HJUD15","","R010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFIN;HJUD","HFIN10;HFIN15;HFIN30;HJUD10;HJUD15"
22093,269627,"FL","H","PA","13","","Brendan","Boyle","F.","Rep.","","US Representative","HFOR","","D015","HFOR20","","D005","HFOR25","","D003","","","","","","","","","","HBUD","","D009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFOR;HBUD","HFOR20;HFOR25"
22095,666244,"FL","H","PA","15","","","Vacant","","","","US Representative","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
22096,269658,"FL","H","PA","16","","Lloyd","Smucker","K.","Rep.","","US Representative","HTRA","","R028","HTRA05","","R020","HTRA20","VCH","R002","HTRA25","","R015","","","","","","","HEDU","","R019","HEDU10","","R009","HEDU20","","R011","","","","","","","","","","HBUD","","R019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HTRA;HEDU;HBUD","HTRA05;HTRA20;HTRA25;HEDU10;HEDU20"
22098,159048,"FL","H","PA","14","","Mike","Doyle","F.","Rep.","Jr.","US Representative","HCOM","","D007","HCOM05","RMM","D001","HCOM15","","D005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HCOM","HCOM05;HCOM15"
22101,286955,"FL","H","PA","03","","Mike","Kelly","","Rep.","Jr.","US Representative","HWAY","","R013","HWAY05","","R011","HWAY20","","R004","HWAY30","","R004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HWAY","HWAY05;HWAY20;HWAY30"
22103,198593,"FL","H","RI","01","","David","Cicilline","N.","Rep.","","US Representative","HFOR","","D010","HFOR15","","D005","HFOR20","","D003","","","","","","","","","","HJUD","","D012","HJUD10","","D011","HJUD25","RMM","D001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFOR;HJUD","HFOR15;HFOR20;HJUD10;HJUD25"
22108,285066,"FL","H","SC","04","","Trey","Gowdy","","Rep.","","US Representative","HOGOV","CHM","R001","HOGOV05","EXO","R009","HOGOV10","EXO","R009","HOGOV15","EXO","R007","HOGOV20","EXO","R008","HOGOV25","EXO","R006","HJUD","","R011","HJUD10","","R008","HJUD15","","R005","","","","","","","","","","HITL","","R011","HITL15","","R005","HITL20","","R005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HOGOV;HJUD;HITL","HOGOV05;HOGOV10;HOGOV15;HOGOV20;HOGOV25;HJUD10;HJUD15;HITL15;HITL20"
22109,227505,"FL","H","SC","05","","Ralph","Norman","W.","Rep.","Jr.","US Representative","HSMA","","R013","HSMA10","","R004","HSMA25","","R004","","","","","","","","","","HSST","","R020","HSST05","","R011","HSST10","","R009","HSST15","","R007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HSMA;HSST","HSMA10;HSMA25;HSST05;HSST10;HSST15"
22110,159060,"FL","H","SC","06","","James","Clyburn","E.","Rep.","","US Representative","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
22112,267171,"FL","H","TN","01","","Phil","Roe","","Rep.","","US Representative","HEDU","","R004","HEDU05","","R003","HEDU10","","R003","","","","","","","","","","HVET","CHM","R001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HEDU;HVET","HEDU05;HEDU10"
22113,159063,"FL","H","TN","02","","John","Duncan","J.","Rep.","Jr.","US Representative","HOGOV","","R002","HOGOV20","","R003","HOGOV30","","R003","","","","","","","","","","HTRA","VCH","R002","HTRA05","","R004","HTRA20","","R004","HTRA25","","R003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HOGOV;HTRA","HOGOV20;HOGOV30;HTRA05;HTRA20;HTRA25"
22114,285119,"FL","H","TN","03","","Chuck","Fleischmann","J.","Rep.","","US Representative","HAPP","","R016","HAPP20","VCH","R002","HAPP30","","R004","HAPP40","","R004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HAPP","HAPP20;HAPP30;HAPP40"
22117,199041,"FL","H","TN","06","","Diane","Black","L.","Rep.","","US Representative","HWAY","","R011","HWAY05","","R008","","","","","","","","","","","","","HBUD","","R003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HWAY;HBUD","HWAY05"
22119,570162,"FL","H","TN","08","","David","Kustoff","F.","Rep.","","US Representative","HFIN","","R032","HFIN10","","R014","HFIN25","","R010","HFIN30","","R014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HFIN","HFIN10;HFIN25;HFIN30"
22120,198993,"FL","H","TN","09","","Steve","Cohen","I.","Rep.","","US Representative","HTRA","","D010","HTRA05","","D014","HTRA20","","D002","HTRA25","","D004","","","","","","","HJUD","","D005","HJUD05","RMM","D001","HJUD10","","D010","","","","","","","","","","HETH","","D005","","","","","","","","","","","","","","","","JEUR","","D006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HTRA;HJUD;HETH;JEUR","HTRA05;HTRA20;HTRA25;HJUD05;HJUD10"
